Site,Sp,Seedlot_label,plantingyear,assessment_date_qual,num_planted,best.ht,mean.ht.survived,survival.rate,mean.perform,rating,rating_new,assessor_name_qual,SiteName,BECvar,longitude,latitude
FORH,Ep,BC_South_Int,2011,2021,100,7.72,4.22,25,1.05,5_Fail,4_Poor,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Fdc,SpringfieldOR,2011,2021,100,6.16,3.04,27,0.82,4_Poor,3_Fair,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Fdi,ID_north,2011,2021,100,4.59,2.24,54,1.21,4_Poor,3_Fair,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Hw,61145,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Lw,60779,2011,2021,100,7.17,3.25,17,0.55,5_Fail,4_Poor,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Pl,Montana_Idaho,2011,2021,100,7.5,4.73,91,4.31,1_Excellent,2_Good,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Pw,61256,2011,2021,100,5.06,3.38,91,3.08,2_Good,1_Excellent,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Py,Local,2011,2021,100,7.5,5.22,99,5.17,1_Excellent,1_Excellent,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Ss,63025,2011,2021,100,2.03,1.27,3,0.04,5_Fail,5_Fail,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Sx,60778,2011,2021,100,3.25,1.69,30,0.51,4_Poor,4_Poor,Data,Forest Hill CA,.,-120.73151,39.09182
FORH,Yc,Maritime,2011,2021,100,5.83,2.18,43,0.94,4_Poor,4_Poor,Data,Forest Hill CA,.,-120.73151,39.09182
FSJN,Ba,BC_South_Int,2011,2021,100,0.84,0.52,17,0.09,5_Fail,5_Fail,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Bl,BC_South_Int,2011,2021,100,1.42,0.78,55,0.43,4_Poor,4_Poor,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Cw,63035,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Ep,BC_South_Int,2011,2021,100,3.65,1.11,45,0.5,4_Poor,4_Poor,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Fdc,63022,2011,2021,100,0,0,0,0,5_Fail,5_Fail,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Fdi,63016,2011,2021,100,2.2,1,68,0.68,4_Poor,4_Poor,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Hw,Monashee,2011,2021,100,0.29,0.27,2,0.01,5_Fail,5_Fail,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Lw,ID_WA_north,2011,2021,100,4.23,2.3,82,1.89,3_Fair,3_Fair,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Pl,63055,2011,2021,100,4.32,2.82,75,2.11,2_Good,3_Fair,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Pw,60785,2011,2021,100,1.09,0.6,56,0.34,4_Poor,4_Poor,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Py,ID_Plains,2011,2021,100,2.21,1.35,75,1.01,4_Poor,3_Fair,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Sx,60446,2011,2021,100,3.44,1.82,79,1.44,3_Fair,2_Good,Data,Ft St John,BWBSmw1,-121.30372,56.54392
FSJN,Yc,Kootenay,2011,2021,100,0.41,0.25,3,0.01,5_Fail,5_Fail,Data,Ft St John,BWBSmw1,-121.30372,56.54392
GAVN,At,BC_South_Int,2010,2020,100,2.38,1.1,81,0.89,3_Fair,4_Poor,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Bg,Kootenay,2010,2020,100,2.53,1.44,75,1.08,4_Poor,3_Fair,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Fdc,63094,2010,2020,100,3.01,1.63,42,0.68,4_Poor,4_Poor,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Fdi,63058,2010,2020,100,3.72,2.2,86,1.89,3_Fair,2_Good,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Hw,Monashee,2010,2020,100,2.56,1.59,73,1.16,4_Poor,4_Poor,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Lw,ID_WA_north,2010,2020,100,4.96,2.69,76,2.04,2_Good,2_Good,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Pl,Montana_Idaho,2010,2020,100,5.91,4.3,97,4.17,1_Excellent,2_Good,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Pw,61256,2010,2020,100,3.81,1.81,83,1.5,3_Fair,2_Good,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Py,BC_south_Int,2010,2020,100,3.83,2.58,97,2.5,2_Good,2_Good,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Sx,60777,2010,2020,100,3.33,1.64,95,1.56,3_Fair,2_Good,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GAVN,Yc,Maritime,2010,2020,100,2.01,1.09,78,0.85,3_Fair,3_Fair,Data,Gavin Lake,ICHmk3,-121.66572,52.45811
GLEN,At,BC_South_Int,2010,2020,100,3.4,1.71,69,1.18,4_Poor,4_Poor,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Ba,BC_South_Int,2010,2020,100,3.73,0.87,31,0.27,4_Poor,4_Poor,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Bg,Kootenay,2010,2020,100,2.6,1.07,65,0.7,4_Poor,4_Poor,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Bl,BC_South_Int,2010,2020,100,2.24,1.01,63,0.64,4_Poor,4_Poor,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Fdc,63022,2010,2020,100,1.05,0.73,6,0.04,5_Fail,5_Fail,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Fdi,Local,2010,2020,100,3.18,1.45,76,1.1,3_Fair,3_Fair,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Hw,Monashee,2010,2020,100,1.52,0.78,18,0.14,5_Fail,5_Fail,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Lw,60779,2010,2020,100,5.01,2.93,75,2.2,2_Good,2_Good,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Pl,Local,2010,2020,100,4.06,2.59,86,2.23,2_Good,3_Fair,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Pw,61256,2010,2020,100,2.25,1.25,79,0.99,3_Fair,3_Fair,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Py,BC_south_Int,2010,2020,100,2.83,1.54,66,1.01,4_Poor,4_Poor,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Ss,63025,2010,2020,100,1.32,0.89,12,0.11,5_Fail,5_Fail,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Sx,60752,2010,2020,100,2.78,1.52,78,1.18,3_Fair,2_Good,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GLEN,Yc,Kootenay,2010,2020,100,2.45,1.2,86,1.03,3_Fair,3_Fair,Data,Glenmerry,ICHmw2,-117.96889,49.20444
GOLD,At,BC_South_Int,2012,2022,100,3.7,1.39,14,0.19,5_Fail,5_Fail,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Ba,BC_South_Int,2012,2022,100,1.91,0.94,52,0.49,4_Poor,4_Poor,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Bl,BC_South_Int,2012,2022,100,1.8,1,46,0.46,4_Poor,4_Poor,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Cw,63035,2012,2022,100,2.68,1.68,51,0.86,4_Poor,4_Poor,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Ep,BC_South_Int,2012,2022,100,4.22,2.36,64,1.51,3_Fair,4_Poor,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Fdc,SpringfieldOR,2012,2022,100,4.42,2.51,62,1.56,3_Fair,3_Fair,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Fdi,Local,2012,2022,100,4.16,2.23,67,1.49,4_Poor,3_Fair,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Hw,61145,2012,2022,100,3,1.89,49,0.93,4_Poor,4_Poor,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Lw,Local,2012,2022,100,5.98,3.54,72,2.55,2_Good,3_Fair,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Pl,63018,2012,2022,100,6.13,4.11,75,3.09,2_Good,2_Good,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Pw,61256,2012,2022,100,3.75,1.74,76,1.32,3_Fair,2_Good,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Py,ID_Plains,2012,2022,100,3.9,2.64,81,2.14,2_Good,2_Good,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Ss,63025,2012,2022,100,3.07,1.76,57,1,4_Poor,4_Poor,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Sx,Local,2012,2022,100,4.85,1.82,80,1.45,3_Fair,2_Good,Data,Golden,ICHmw1,-117.71028,51.8025
GOLD,Yc,Maritime,2012,2022,100,1.6,0.88,77,0.68,3_Fair,4_Poor,Data,Golden,ICHmw1,-117.71028,51.8025
HAIN,At,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Ba,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Bg,Kootenay,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Cw,Cw_Kootenay,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Ep,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Fdc,63094,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Fdi,63077,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Hw,Monashee,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Lw,ID_WA_north,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Pl,63054,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Pw,61256,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Sx,60777,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HAIN,Yc,Maritime,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,Haines,.,-136.25567,59.42233
HIGH,Ba,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Bg,Kootenay,2012,2022,100,0.08,0.08,2,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Bl,BC_South_Int,2012,2022,100,0.46,0.18,32,0.06,4_Poor,4_Poor,Data,High Level,.,-117.5677,59.1419
HIGH,Cw,Cw_Kootenay,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Ep,BC_South_Int,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Fdc,LongviewWA,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Fdi,60784,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Hw,61354,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Lw,OR_central,2012,2022,100,1.47,0.86,15,0.13,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HIGH,Pl,63055,2012,2022,100,2.96,0.96,61,0.59,4_Poor,4_Poor,Data,High Level,.,-117.5677,59.1419
HIGH,Py,ID_Plains,2012,2022,100,0.8,0.45,37,0.17,4_Poor,4_Poor,Data,High Level,.,-117.5677,59.1419
HIGH,Sx,63103,2012,2022,100,1.52,0.79,75,0.59,4_Poor,3_Fair,Data,High Level,.,-117.5677,59.1419
HIGH,Yc,Kootenay,2012,2022,100,0,0,0,0,5_Fail,5_Fail,Data,High Level,.,-117.5677,59.1419
HOLB,At,BC_South_Int,2012,2022,100,3.5,1.84,47,0.86,4_Poor,4_Poor,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Ba,BC_South_Int,2012,2022,100,6.44,2.35,56,1.32,4_Poor,3_Fair,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Bg,Kootenay,2012,2022,100,6.33,3.52,85,2.99,2_Good,2_Good,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Cw,Local,2012,2022,100,8.35,4.38,93,4.07,1_Excellent,2_Good,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Fdc,63022,2012,2022,100,9.66,6.93,76,5.27,1_Excellent,0_Superior,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Fdi,63016,2012,2022,100,9.12,4.24,83,3.52,2_Good,1_Excellent,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Hw,Local,2012,2022,100,8.35,5.62,78,4.39,1_Excellent,1_Excellent,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Lw,ID_WA_north,2012,2022,100,5,2.71,7,0.19,5_Fail,4_Poor,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Pl,63054,2012,2022,100,6.76,5.26,85,4.47,1_Excellent,2_Good,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Pw,61256,2012,2022,100,6.32,3.4,69,2.35,2_Good,2_Good,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Ss,Local,2012,2022,100,6.06,3.93,95,3.74,2_Good,1_Excellent,Data,Holberg,CWHvm1,-127.87778,50.58778
HOLB,Sx,60752,2012,2022,100,5.62,3.01,93,2.8,2_Good,1_Excellent,Data,Holberg,CWHvm1,-127.87778,50.58778
