site,spp.pop,rep,tree,age,height,SI50
BELL,Pl_Pl,4,8,10,4.72,25.89
BELL,Pl_Pl,4,8,15,8,25.69
BELL,Pl_Pl,4,8,20,10.3,24.46
BELL,Pl_Pl,4,8,25,,
BELL,Pl_Pl,4,8,30,,
BELL,Pl_Pl,4,7,10,5.88,28.99
BELL,Pl_Pl,4,7,15,9.3,28.08
BELL,Pl_Pl,4,7,20,12.2,27.35
BELL,Pl_Pl,4,7,25,,
BELL,Pl_Pl,4,7,30,,
BELL,Pl_Pl,4,6,10,3.86,23.34
BELL,Pl_Pl,4,6,15,5.1,19.64
BELL,Pl_Pl,4,6,20,,
BELL,Pl_Pl,4,6,25,,
BELL,Pl_Pl,4,6,30,,
BELL,Pl_Pl,4,5,10,4.98,26.65
BELL,Pl_Pl,4,5,15,8.2,26.07
BELL,Pl_Pl,4,5,20,10.6,24.93
BELL,Pl_Pl,4,5,25,,
BELL,Pl_Pl,4,5,30,,
BELL,Pl_Pl,4,4,10,1.88,15.28
BELL,Pl_Pl,4,4,15,,
BELL,Pl_Pl,4,4,20,,
BELL,Pl_Pl,4,4,25,,
BELL,Pl_Pl,4,4,30,,
BELL,Pl_Pl,4,3,10,3.85,23.28
BELL,Pl_Pl,4,3,15,6.5,22.67
BELL,Pl_Pl,4,3,20,,
BELL,Pl_Pl,4,3,25,,
BELL,Pl_Pl,4,3,30,,
BELL,Pl_Pl,4,2,10,5.54,28.13
BELL,Pl_Pl,4,2,15,9.5,28.43
BELL,Pl_Pl,4,2,20,12.6,27.91
BELL,Pl_Pl,4,2,25,14.2,26.07
BELL,Pl_Pl,4,2,30,,
BELL,Pl_Pl,4,1,10,5.21,27.27
BELL,Pl_Pl,4,1,15,8.6,26.81
BELL,Pl_Pl,4,1,20,10.7,25.08
BELL,Pl_Pl,4,1,25,11.1,21.83
BELL,Pl_Pl,4,1,30,,
BELL,Pl_Pl,4,1,10,4.45,25.1
BELL,Pl_Pl,4,1,15,7.1,23.91
BELL,Pl_Pl,4,1,20,10.1,24.15
BELL,Pl_Pl,4,1,25,11.8,22.82
BELL,Pl_Pl,4,1,30,,
BELL,Pl_Pl,4,2,10,4.31,24.72
BELL,Pl_Pl,4,2,15,7.6,24.91
BELL,Pl_Pl,4,2,20,10.5,24.77
BELL,Pl_Pl,4,2,25,,
BELL,Pl_Pl,4,2,30,,
BELL,Pl_Pl,4,3,10,4.45,25.1
BELL,Pl_Pl,4,3,15,8,25.69
BELL,Pl_Pl,4,3,20,10.2,24.3
BELL,Pl_Pl,4,3,25,10.3,20.7
BELL,Pl_Pl,4,3,30,,
BELL,Pl_Pl,4,4,10,5.3,27.49
BELL,Pl_Pl,4,4,15,8.9,27.36
BELL,Pl_Pl,4,4,20,11.1,25.69
BELL,Pl_Pl,4,4,25,,
BELL,Pl_Pl,4,4,30,,
BELL,Pl_Pl,4,5,10,5.17,27.14
BELL,Pl_Pl,4,5,15,7.8,25.29
BELL,Pl_Pl,4,5,20,9.8,23.66
BELL,Pl_Pl,4,5,25,,
BELL,Pl_Pl,4,5,30,,
BELL,Pl_Pl,4,6,10,3.63,22.57
BELL,Pl_Pl,4,6,15,6.8,23.3
BELL,Pl_Pl,4,6,20,8.7,21.85
BELL,Pl_Pl,4,6,25,,
BELL,Pl_Pl,4,6,30,,
BELL,Pl_Pl,4,7,10,4.95,26.57
BELL,Pl_Pl,4,7,15,7.8,25.29
BELL,Pl_Pl,4,7,20,10.7,25.08
BELL,Pl_Pl,4,7,25,,
BELL,Pl_Pl,4,7,30,,
BELL,Pl_Pl,4,8,10,4.55,25.42
BELL,Pl_Pl,4,8,15,8.1,25.88
BELL,Pl_Pl,4,8,20,10.9,25.38
BELL,Pl_Pl,4,8,25,13,24.48
BELL,Pl_Pl,4,8,30,13.4,21.93
BELL,Pl_Pl,4,9,10,4.81,26.15
BELL,Pl_Pl,4,9,15,8.5,26.63
BELL,Pl_Pl,4,9,20,11.4,26.14
BELL,Pl_Pl,4,9,25,12.7,24.06
BELL,Pl_Pl,4,9,30,,
BELL,Pl_Pl,4,10,10,4.74,26
BELL,Pl_Pl,4,10,15,8,25.69
BELL,Pl_Pl,4,10,20,11,25.54
BELL,Pl_Pl,4,10,25,11.4,22.27
BELL,Pl_Pl,4,10,30,,
BELL,Pl_Pl,4,10,10,4.78,26.07
BELL,Pl_Pl,4,10,15,7.2,24.13
BELL,Pl_Pl,4,10,20,10.4,24.62
BELL,Pl_Pl,4,10,25,,
BELL,Pl_Pl,4,10,30,,
BELL,Pl_Pl,4,9,10,3.61,22.51
BELL,Pl_Pl,4,9,15,6.3,22.25
BELL,Pl_Pl,4,9,20,8.9,22.18
BELL,Pl_Pl,4,9,25,,
BELL,Pl_Pl,4,9,30,,
BELL,Pl_Pl,4,8,10,5.05,26.83
BELL,Pl_Pl,4,8,15,8.4,26.45
BELL,Pl_Pl,4,8,20,11.1,25.69
BELL,Pl_Pl,4,8,25,,
BELL,Pl_Pl,4,8,30,,
BELL,Pl_Pl,4,7,10,3.8,23.16
BELL,Pl_Pl,4,7,15,6.9,23.5
BELL,Pl_Pl,4,7,20,,
BELL,Pl_Pl,4,7,25,,
BELL,Pl_Pl,4,7,30,,
BELL,Pl_Pl,4,6,10,4.88,26.38
BELL,Pl_Pl,4,6,15,8.1,25.88
BELL,Pl_Pl,4,6,20,10.2,24.3
BELL,Pl_Pl,4,6,25,,
BELL,Pl_Pl,4,6,30,,
BELL,Pl_Pl,4,5,10,5.13,27.05
BELL,Pl_Pl,4,5,15,8.5,26.63
BELL,Pl_Pl,4,5,20,10.6,24.93
BELL,Pl_Pl,4,5,25,,
BELL,Pl_Pl,4,5,30,,
BELL,Pl_Pl,4,4,10,4.76,26.03
BELL,Pl_Pl,4,4,15,7.9,25.49
BELL,Pl_Pl,4,4,20,10,23.98
BELL,Pl_Pl,4,4,25,,
BELL,Pl_Pl,4,4,30,,
BELL,Pl_Pl,4,3,10,2.29,17.6
BELL,Pl_Pl,4,3,15,4,16.88
BELL,Pl_Pl,4,3,20,,
BELL,Pl_Pl,4,3,25,,
BELL,Pl_Pl,4,3,30,,
BELL,Pl_Pl,4,2,10,4,23.75
BELL,Pl_Pl,4,2,15,6.7,23.08
BELL,Pl_Pl,4,2,20,8.7,21.85
BELL,Pl_Pl,4,2,25,,
BELL,Pl_Pl,4,2,30,,
BELL,Pl_Pl,4,1,10,5.15,27.12
BELL,Pl_Pl,4,1,15,8.4,26.45
BELL,Pl_Pl,4,1,20,11.4,26.14
BELL,Pl_Pl,4,1,25,12.5,23.78
BELL,Pl_Pl,4,1,30,,
BELL,Pl_Pl,4,1,10,4.74,26
BELL,Pl_Pl,4,1,15,7.2,24.13
BELL,Pl_Pl,4,1,20,9.3,22.85
BELL,Pl_Pl,4,1,25,,
BELL,Pl_Pl,4,1,30,,
BELL,Pl_Pl,4,2,10,3.6,22.5
BELL,Pl_Pl,4,2,15,6,21.61
BELL,Pl_Pl,4,2,20,7.8,20.35
BELL,Pl_Pl,4,2,25,,
BELL,Pl_Pl,4,2,30,,
BELL,Pl_Pl,4,3,10,3.05,20.64
BELL,Pl_Pl,4,3,15,3.8,16.27
BELL,Pl_Pl,4,3,20,,
BELL,Pl_Pl,4,3,25,,
BELL,Pl_Pl,4,3,30,,
BELL,Pl_Pl,4,4,10,4.95,26.57
BELL,Pl_Pl,4,4,15,8.2,26.07
BELL,Pl_Pl,4,4,20,10,23.98
BELL,Pl_Pl,4,4,25,,
BELL,Pl_Pl,4,4,30,,
BELL,Pl_Pl,4,5,10,3.3,21.5
BELL,Pl_Pl,4,5,15,4.5,18.25
BELL,Pl_Pl,4,5,20,,
BELL,Pl_Pl,4,5,25,,
BELL,Pl_Pl,4,5,30,,
BELL,Pl_Pl,4,6,10,4.64,25.67
BELL,Pl_Pl,4,6,15,8,25.69
BELL,Pl_Pl,4,6,20,10.5,24.77
BELL,Pl_Pl,4,6,25,,
BELL,Pl_Pl,4,6,30,,
BELL,Pl_Pl,4,7,10,3.38,21.76
BELL,Pl_Pl,4,7,15,6.1,21.83
BELL,Pl_Pl,4,7,20,7.8,20.35
BELL,Pl_Pl,4,7,25,,
BELL,Pl_Pl,4,7,30,,
BELL,Pl_Pl,4,8,10,3.81,23.16
BELL,Pl_Pl,4,8,15,6.6,22.89
BELL,Pl_Pl,4,8,20,9,22.36
BELL,Pl_Pl,4,8,25,,
BELL,Pl_Pl,4,8,30,,
BELL,Pl_Pl,4,9,10,3.78,23.09
BELL,Pl_Pl,4,9,15,6.7,23.08
BELL,Pl_Pl,4,9,20,9.3,22.85
BELL,Pl_Pl,4,9,25,,
BELL,Pl_Pl,4,9,30,,
BELL,Pl_Pl,4,10,10,4.45,25.1
BELL,Pl_Pl,4,10,15,7.5,24.73
BELL,Pl_Pl,4,10,20,10.4,24.62
BELL,Pl_Pl,4,10,25,,
BELL,Pl_Pl,4,10,30,,
BELL,Pl_Pl,4,10,10,3.76,23.03
BELL,Pl_Pl,4,10,15,6.3,22.25
BELL,Pl_Pl,4,10,20,9.6,23.33
BELL,Pl_Pl,4,10,25,,
BELL,Pl_Pl,4,10,30,,
BELL,Pl_Pl,4,9,10,4.82,26.21
BELL,Pl_Pl,4,9,15,6.2,22.04
BELL,Pl_Pl,4,9,20,7.9,20.52
BELL,Pl_Pl,4,9,25,,
BELL,Pl_Pl,4,9,30,,
BELL,Pl_Pl,4,8,10,5.36,27.68
BELL,Pl_Pl,4,8,15,9,27.56
BELL,Pl_Pl,4,8,20,11.8,26.76
BELL,Pl_Pl,4,8,25,12.9,24.34
BELL,Pl_Pl,4,8,30,12.6,20.94
BELL,Pl_Pl,4,7,10,5,26.72
BELL,Pl_Pl,4,7,15,8.9,27.36
BELL,Pl_Pl,4,7,20,11.7,26.6
BELL,Pl_Pl,4,7,25,12.8,24.2
BELL,Pl_Pl,4,7,30,,
BELL,Pl_Pl,4,6,10,5.11,26.99
BELL,Pl_Pl,4,6,15,9.3,28.08
BELL,Pl_Pl,4,6,20,13,28.49
BELL,Pl_Pl,4,6,25,14.1,25.94
BELL,Pl_Pl,4,6,30,14.8,23.67
BELL,Pl_Pl,4,5,10,5.25,27.4
BELL,Pl_Pl,4,5,15,8.4,26.45
BELL,Pl_Pl,4,5,20,11.4,26.14
BELL,Pl_Pl,4,5,25,12.8,24.2
BELL,Pl_Pl,4,5,30,,
BELL,Pl_Pl,4,4,10,5.64,28.38
BELL,Pl_Pl,4,4,15,8.5,26.63
BELL,Pl_Pl,4,4,20,11.5,26.3
BELL,Pl_Pl,4,4,25,12.6,23.92
BELL,Pl_Pl,4,4,30,,
BELL,Pl_Pl,4,3,10,4.45,25.1
BELL,Pl_Pl,4,3,15,7.8,25.29
BELL,Pl_Pl,4,3,20,10.9,25.38
BELL,Pl_Pl,4,3,25,,
BELL,Pl_Pl,4,3,30,,
BELL,Pl_Pl,4,2,10,4.38,24.91
BELL,Pl_Pl,4,2,15,7.1,23.91
BELL,Pl_Pl,4,2,20,9.7,23.49
BELL,Pl_Pl,4,2,25,,
BELL,Pl_Pl,4,2,30,,
BELL,Pl_Pl,4,1,10,4.7,25.85
BELL,Pl_Pl,4,1,15,7.7,25.12
BELL,Pl_Pl,4,1,20,10.7,25.08
BELL,Pl_Pl,4,1,25,10.4,20.84
BELL,Pl_Pl,4,1,30,,
BELL,Pl_Pl,4,1,10,4.4,24.96
BELL,Pl_Pl,4,1,15,7.7,25.12
BELL,Pl_Pl,4,1,20,11.3,26
BELL,Pl_Pl,4,1,25,12,23.11
BELL,Pl_Pl,4,1,30,,
BELL,Pl_Pl,4,2,10,4.45,25.1
BELL,Pl_Pl,4,2,15,7.2,24.13
BELL,Pl_Pl,4,2,20,9.5,23.16
BELL,Pl_Pl,4,2,25,,
BELL,Pl_Pl,4,2,30,,
BELL,Pl_Pl,4,3,10,4.64,25.67
BELL,Pl_Pl,4,3,15,8.3,26.26
BELL,Pl_Pl,4,3,20,11.9,26.91
BELL,Pl_Pl,4,3,25,13.3,24.89
BELL,Pl_Pl,4,3,30,,
BELL,Pl_Pl,4,4,10,4.48,25.2
BELL,Pl_Pl,4,4,15,7.9,25.49
BELL,Pl_Pl,4,4,20,11.3,26
BELL,Pl_Pl,4,4,25,10.9,21.54
BELL,Pl_Pl,4,4,30,,
BELL,Pl_Pl,4,5,10,4.55,25.42
BELL,Pl_Pl,4,5,15,8,25.69
BELL,Pl_Pl,4,5,20,11.3,26
BELL,Pl_Pl,4,5,25,12.3,23.52
BELL,Pl_Pl,4,5,30,,
BELL,Pl_Pl,4,6,10,5.2,27.22
BELL,Pl_Pl,4,6,15,7.5,24.73
BELL,Pl_Pl,4,6,20,9.3,22.85
BELL,Pl_Pl,4,6,25,,
BELL,Pl_Pl,4,6,30,,
BELL,Pl_Pl,4,7,10,2.26,17.52
BELL,Pl_Pl,4,7,15,4.5,18.25
BELL,Pl_Pl,4,7,20,4.7,14.32
BELL,Pl_Pl,4,7,25,,
BELL,Pl_Pl,4,7,30,,
BELL,Pl_Pl,4,8,10,4.35,24.81
BELL,Pl_Pl,4,8,15,7.6,24.91
BELL,Pl_Pl,4,8,20,10.8,25.23
BELL,Pl_Pl,4,8,25,11.6,22.54
BELL,Pl_Pl,4,8,30,12.1,20.3
BELL,Pl_Pl,4,9,10,2.04,16.19
BELL,Pl_Pl,4,9,15,3.9,16.58
BELL,Pl_Pl,4,9,20,,
BELL,Pl_Pl,4,9,25,,
BELL,Pl_Pl,4,9,30,,
BELL,Pl_Pl,4,10,10,4.9,26.41
BELL,Pl_Pl,4,10,15,8.5,26.63
BELL,Pl_Pl,4,10,20,12,27.05
BELL,Pl_Pl,4,10,25,13.3,24.89
BELL,Pl_Pl,4,10,30,,
BELL,Sx_Sx,4,1,10,2.66,36.41
BELL,Py_Py,4,1,15,5.37,26.68
BELL,Sx_Sx,4,1,20,8.2,29.4
BELL,Py_Py,4,1,25,11,26.36
BELL,Sx_Sx,4,1,30,14.1,27.84
BELL,Py_Py,4,2,10,2.74,26.46
BELL,Sx_Sx,4,2,15,4.96,30.3
BELL,Py_Py,4,2,20,8,26.25
BELL,Sx_Sx,4,2,25,11.1,28.27
BELL,Py_Py,4,2,30,13.1,25.39
BELL,Sx_Sx,4,3,10,3.95,45.18
BELL,Py_Py,4,3,15,7.54,31.54
BELL,Sx_Sx,4,3,20,11.4,35.76
BELL,Py_Py,4,3,25,16.2,33.54
BELL,Sx_Sx,4,3,30,19.1,34.26
BELL,Py_Py,4,4,10,4.55,32.77
BELL,Sx_Sx,4,4,15,7.6,38.42
BELL,Py_Py,4,4,20,11.3,31.83
BELL,Sx_Sx,4,4,25,15,34.25
BELL,Py_Py,4,4,30,17.4,30.62
BELL,Sx_Sx,4,5,10,2.64,36.3
BELL,Py_Py,4,5,15,5.15,26.15
BELL,Sx_Sx,4,5,20,7.6,28.14
BELL,Py_Py,4,5,25,10.7,25.93
BELL,Sx_Sx,4,5,30,12.2,25.23
BELL,Py_Py,4,6,10,2.45,25.27
BELL,Sx_Sx,4,6,15,5.07,30.7
BELL,Py_Py,4,6,20,8.3,26.78
BELL,Sx_Sx,4,6,25,11,28.1
BELL,Py_Py,4,6,30,13.5,25.89
BELL,Sx_Sx,4,7,10,2.33,33.79
BELL,Py_Py,4,7,15,4.06,23.44
BELL,Sx_Sx,4,7,20,6.7,26.09
BELL,Py_Py,4,7,25,8.7,23.01
BELL,Sx_Sx,4,7,30,10.4,22.67
BELL,Py_Py,4,8,10,2.76,26.48
BELL,Sx_Sx,4,8,15,5.86,33.28
BELL,Py_Py,4,8,20,9.3,28.48
BELL,Sx_Sx,4,8,25,11.9,29.56
BELL,Py_Py,4,8,30,14.8,27.48
BELL,Sx_Sx,4,9,10,2.74,37.16
BELL,Py_Py,4,9,15,4.92,25.6
BELL,Sx_Sx,4,9,20,7.6,28.14
BELL,Py_Py,4,9,25,10.8,26.07
BELL,Sx_Sx,4,9,30,13.1,26.48
BELL,Py_Py,4,10,10,3.04,27.55
BELL,Sx_Sx,4,10,15,5.42,31.84
BELL,Py_Py,4,10,20,8.2,26.59
BELL,Sx_Sx,4,10,25,11,28.1
BELL,Py_Py,4,10,30,13.4,25.75
BELL,Sx_Sx,4,10,10,2.92,38.51
BELL,Py_Py,4,10,15,5.6,27.21
BELL,Sx_Sx,4,10,20,8.2,29.4
BELL,Py_Py,4,10,25,,
BELL,Sx_Sx,4,10,30,,
BELL,Py_Py,4,9,10,2.09,23.64
BELL,Sx_Sx,4,9,15,4.38,28.26
BELL,Py_Py,4,9,20,7.2,24.81
BELL,Sx_Sx,4,9,25,9.9,26.3
BELL,Py_Py,4,9,30,11.9,23.89
BELL,Sx_Sx,4,8,10,3.04,39.33
BELL,Py_Py,4,8,15,5.72,27.48
BELL,Sx_Sx,4,8,20,9,31.08
BELL,Py_Py,4,8,25,11.5,27.09
BELL,Sx_Sx,4,8,30,13.4,26.88
BELL,Py_Py,4,7,10,2.66,26.1
BELL,Sx_Sx,4,7,15,5.3,31.47
BELL,Py_Py,4,7,20,7.8,25.9
BELL,Sx_Sx,4,7,25,11.2,28.44
BELL,Py_Py,4,7,30,14.3,26.87
BELL,Sx_Sx,4,6,10,2.24,32.9
BELL,Py_Py,4,6,15,4.68,25.01
BELL,Sx_Sx,4,6,20,7.8,28.58
BELL,Py_Py,4,6,25,10.4,25.51
BELL,Sx_Sx,4,6,30,12.4,25.53
BELL,Py_Py,4,5,10,3.31,28.55
BELL,Sx_Sx,4,5,15,6.5,35.24
BELL,Py_Py,4,5,20,9.8,29.32
BELL,Sx_Sx,4,5,25,12.7,30.81
BELL,Py_Py,4,5,30,15.3,28.09
BELL,Sx_Sx,4,4,10,2.94,38.59
BELL,Py_Py,4,4,15,5.69,27.43
BELL,Sx_Sx,4,4,20,9.1,31.28
BELL,Py_Py,4,4,25,12.4,28.34
BELL,Sx_Sx,4,4,30,15.3,29.43
BELL,Py_Py,4,3,10,3.5,29.26
BELL,Sx_Sx,4,3,15,6.02,33.77
BELL,Py_Py,4,3,20,8.9,27.81
BELL,Sx_Sx,4,3,25,12.5,30.49
BELL,Py_Py,4,3,30,14.2,26.74
BELL,Sx_Sx,4,2,10,3.91,44.97
BELL,Py_Py,4,2,15,7.3,31.03
BELL,Sx_Sx,4,2,20,11,35.02
BELL,Py_Py,4,2,25,14,30.54
BELL,Sx_Sx,4,2,30,17.9,32.76
BELL,Py_Py,4,1,10,2.96,27.29
BELL,Sx_Sx,4,1,15,5.12,30.88
BELL,Py_Py,4,1,20,8.9,27.81
BELL,Sx_Sx,4,1,25,12,29.72
BELL,Py_Py,4,1,30,15.6,28.46
BELL,Sx_Sx,4,1,10,2.96,38.76
BELL,Py_Py,4,1,15,5.96,28.03
BELL,Sx_Sx,4,1,20,9.2,31.48
BELL,Py_Py,4,1,25,12.6,28.62
BELL,Sx_Sx,4,1,30,15.8,30.09
BELL,Py_Py,4,2,10,2.14,23.87
BELL,Sx_Sx,4,2,15,4.28,27.89
BELL,Py_Py,4,2,20,7.7,25.72
BELL,Sx_Sx,4,2,25,10.4,27.14
BELL,Py_Py,4,2,30,12.7,24.9
BELL,Sx_Sx,4,3,10,2.94,38.59
BELL,Py_Py,4,3,15,5.94,28.01
BELL,Sx_Sx,4,3,20,9.3,31.71
BELL,Py_Py,4,3,25,12.3,28.2
BELL,Sx_Sx,4,3,30,14.3,28.1
BELL,Py_Py,4,4,10,3.35,28.74
BELL,Sx_Sx,4,4,15,6.44,35.07
BELL,Py_Py,4,4,20,10.5,30.5
BELL,Sx_Sx,4,4,25,12.6,30.64
BELL,Py_Py,4,4,30,15.9,28.82
BELL,Sx_Sx,4,5,10,2.14,31.97
BELL,Py_Py,4,5,15,4.34,24.14
BELL,Sx_Sx,4,5,20,6.5,25.64
BELL,Py_Py,4,5,25,8.9,23.31
BELL,Sx_Sx,4,5,30,10.7,23.11
BELL,Py_Py,4,6,10,3.51,29.29
BELL,Sx_Sx,4,6,15,6.58,35.47
BELL,Py_Py,4,6,20,9.6,28.99
BELL,Sx_Sx,4,6,25,12.2,30.02
BELL,Py_Py,4,6,30,15.3,28.09
BELL,Sx_Sx,4,7,10,3.48,42.3
BELL,Py_Py,4,7,15,6.59,29.47
BELL,Sx_Sx,4,7,20,10.1,33.3
BELL,Py_Py,4,7,25,13,29.17
BELL,Sx_Sx,4,7,30,15.6,29.83
BELL,Py_Py,4,8,10,2.91,27.1
BELL,Sx_Sx,4,8,15,5.64,32.61
BELL,Py_Py,4,8,20,8.5,27.09
BELL,Sx_Sx,4,8,25,11.1,28.27
BELL,Py_Py,4,8,30,13.7,26.14
BELL,Sx_Sx,4,9,10,2.73,37.03
BELL,Py_Py,4,9,15,5.12,26.08
BELL,Sx_Sx,4,9,20,7.5,27.89
BELL,Py_Py,4,9,25,9.5,24.2
BELL,Sx_Sx,4,9,30,12.3,25.37
BELL,Py_Py,4,10,10,3.24,28.35
BELL,Sx_Sx,4,10,15,5.88,33.35
BELL,Py_Py,4,10,20,8.7,27.46
BELL,Sx_Sx,4,10,25,11.4,28.77
BELL,Py_Py,4,10,30,13.2,25.52
BELL,Sx_Sx,4,10,10,2.94,38.59
BELL,Py_Py,4,10,15,5.18,26.22
BELL,Sx_Sx,4,10,20,7.5,27.89
BELL,Py_Py,4,10,25,,
BELL,Sx_Sx,4,10,30,,
BELL,Py_Py,4,9,10,2.06,23.5
BELL,Sx_Sx,4,9,15,3.69,25.6
BELL,Py_Py,4,9,20,4.6,19.77
BELL,Sx_Sx,4,9,25,,
BELL,Py_Py,4,9,30,,
BELL,Sx_Sx,4,8,10,2.61,36.05
BELL,Py_Py,4,8,15,4.72,25.11
BELL,Sx_Sx,4,8,20,7.5,27.89
BELL,Py_Py,4,8,25,8.4,22.56
BELL,Sx_Sx,4,8,30,8.2,19.31
BELL,Py_Py,4,7,10,3.05,27.64
BELL,Sx_Sx,4,7,15,5.6,32.46
BELL,Py_Py,4,7,20,8.6,27.28
BELL,Sx_Sx,4,7,25,11.5,28.93
BELL,Py_Py,4,7,30,14.6,27.23
BELL,Sx_Sx,4,6,10,2.88,38.16
BELL,Py_Py,4,6,15,5.96,28.03
BELL,Sx_Sx,4,6,20,8.2,29.4
BELL,Py_Py,4,6,25,11,26.36
BELL,Sx_Sx,4,6,30,,
BELL,Py_Py,4,5,10,2.66,26.1
BELL,Sx_Sx,4,5,15,4.72,29.5
BELL,Py_Py,4,5,20,7.3,24.98
BELL,Sx_Sx,4,5,25,,
BELL,Py_Py,4,5,30,,
BELL,Sx_Sx,4,4,10,2.72,36.89
BELL,Py_Py,4,4,15,4.7,25.04
BELL,Sx_Sx,4,4,20,8,29
BELL,Py_Py,4,4,25,10.2,25.22
BELL,Sx_Sx,4,4,30,12.7,25.92
BELL,Py_Py,4,3,10,2.53,25.62
BELL,Sx_Sx,4,3,15,6.93,36.49
BELL,Py_Py,4,3,20,8,26.25
BELL,Sx_Sx,4,3,25,10.5,27.3
BELL,Py_Py,4,3,30,12.9,25.14
BELL,Sx_Sx,4,2,10,2.34,33.78
BELL,Py_Py,4,2,15,4.79,25.3
BELL,Sx_Sx,4,2,20,8,29
BELL,Py_Py,4,2,25,11.2,26.64
BELL,Sx_Sx,4,2,30,14.2,27.96
BELL,Py_Py,4,1,10,2.32,24.65
BELL,Sx_Sx,4,1,15,4.94,30.26
BELL,Py_Py,4,1,20,8.4,26.94
BELL,Sx_Sx,4,1,25,,
BELL,Py_Py,4,1,30,,
BELL,Sx_Sx,4,1,10,2.86,38.07
BELL,Py_Py,4,1,15,5.02,25.85
BELL,Sx_Sx,4,1,20,7.6,28.14
BELL,Py_Py,4,1,25,10,24.92
BELL,Sx_Sx,4,1,30,12.9,26.2
BELL,Py_Py,4,2,10,2.66,26.1
BELL,Sx_Sx,4,2,15,4.89,30.1
BELL,Py_Py,4,2,20,8,26.25
BELL,Sx_Sx,4,2,25,10.1,26.63
BELL,Py_Py,4,2,30,11.7,23.65
BELL,Sx_Sx,4,3,10,3.35,41.46
BELL,Py_Py,4,3,15,6.26,28.73
BELL,Sx_Sx,4,3,20,9.6,32.29
BELL,Py_Py,4,3,25,13.3,29.59
BELL,Sx_Sx,4,3,30,15.8,30.09
BELL,Py_Py,4,4,10,3.45,29.11
BELL,Sx_Sx,4,4,15,6.32,34.71
BELL,Py_Py,4,4,20,10.2,30
BELL,Sx_Sx,4,4,25,13,31.26
BELL,Py_Py,4,4,30,15.7,28.58
BELL,Sx_Sx,4,5,10,1.72,27.31
BELL,Py_Py,4,5,15,2.88,20.07
BELL,Sx_Sx,4,5,20,5,21.88
BELL,Py_Py,4,5,25,,
BELL,Sx_Sx,4,5,30,,
BELL,Py_Py,4,6,10,1.67,21.4
BELL,Sx_Sx,4,6,15,3.24,23.59
BELL,Py_Py,4,6,20,5,20.59
BELL,Sx_Sx,4,6,25,,
BELL,Py_Py,4,6,30,,
BELL,Sx_Sx,4,7,10,3.06,39.49
BELL,Py_Py,4,7,15,5.6,27.21
BELL,Sx_Sx,4,7,20,8.6,30.27
BELL,Py_Py,4,7,25,11.5,27.09
BELL,Sx_Sx,4,7,30,13.4,26.88
BELL,Py_Py,4,8,10,3.2,28.2
BELL,Sx_Sx,4,8,15,6.34,34.77
BELL,Py_Py,4,8,20,9.5,28.83
BELL,Sx_Sx,4,8,25,11.5,28.93
BELL,Py_Py,4,8,30,14.4,27
BELL,Sx_Sx,4,9,10,2.5,35.16
BELL,Py_Py,4,9,15,4.98,25.76
BELL,Sx_Sx,4,9,20,8.3,29.63
BELL,Py_Py,4,9,25,10.5,25.66
BELL,Sx_Sx,4,9,30,13,26.36
BELL,Py_Py,4,10,10,3.02,27.51
BELL,Sx_Sx,4,10,15,5.46,31.99
BELL,Py_Py,4,10,20,8.2,26.59
BELL,Sx_Sx,4,10,25,11,28.1
BELL,Py_Py,4,10,30,13.8,26.25
BELL,Sx_Sx,4,10,10,3.08,39.66
BELL,Py_Py,4,10,15,5.48,26.93
BELL,Sx_Sx,4,10,20,8,29
BELL,Py_Py,4,10,25,10.9,26.23
BELL,Sx_Sx,4,10,30,13.8,27.44
BELL,Py_Py,4,9,10,2.51,25.49
BELL,Sx_Sx,4,9,15,4.84,29.87
BELL,Py_Py,4,9,20,8.3,26.78
BELL,Sx_Sx,4,9,25,11.5,28.93
BELL,Py_Py,4,9,30,13.3,25.64
BELL,Sx_Sx,4,8,10,1.8,28.35
BELL,Py_Py,4,8,15,3.15,20.92
BELL,Sx_Sx,4,8,20,5.6,23.41
BELL,Py_Py,4,8,25,7.6,21.32
BELL,Sx_Sx,4,8,30,9.3,21.03
BELL,Py_Py,4,7,10,0.94,
BELL,Sx_Sx,4,7,15,1.49,13.04
BELL,Py_Py,4,7,20,1.8,12.04
BELL,Sx_Sx,4,7,25,1.9,8.61
BELL,Py_Py,4,7,30,,
BELL,Sx_Sx,4,6,10,2.21,32.6
BELL,Py_Py,4,6,15,3.39,21.61
BELL,Sx_Sx,4,6,20,5.6,23.41
BELL,Py_Py,4,6,25,7.7,21.48
BELL,Sx_Sx,4,6,30,9.1,20.72
BELL,Py_Py,4,5,10,1.68,21.53
BELL,Sx_Sx,4,5,15,2.82,21.68
BELL,Py_Py,4,5,20,4.5,19.55
BELL,Sx_Sx,4,5,25,6.4,19.95
BELL,Py_Py,4,5,30,,
BELL,Sx_Sx,4,4,10,2.28,33.35
BELL,Py_Py,4,4,15,4.38,24.26
BELL,Sx_Sx,4,4,20,7.2,27.23
BELL,Py_Py,4,4,25,10.1,25.07
BELL,Sx_Sx,4,4,30,12.4,25.53
BELL,Py_Py,4,3,10,2.89,27
BELL,Sx_Sx,4,3,15,5.59,32.4
BELL,Py_Py,4,3,20,8.8,27.64
BELL,Sx_Sx,4,3,25,11.4,28.77
BELL,Py_Py,4,3,30,14.1,26.63
