Trial_ID,Trial_Name,SppComposition_Label,PlantingYear,Project_Name,EP,Trial_Type,Latitude,Longitude,Elevation,Slope,Aspect,BGCv12,BGC,SS_NoSpace,SMR,SNR,SiteSoilFactor1,SiteSoilFactor2,SiteSoilFactor3,SitePrep,PlantingDate,PlantingSeason,Comments_Site,SppVar,Seedlots,Seed_Class,StockType,Num_Planted,Planting_Comments,Assessor_Qual,Qual_Date,Qualitative_Vigour,Vigour_Variability,Best_Height_Offsite,Survival_est,Damage_Comments,SiteIndex,SiteIndex_Method,Local_Spp1,Best_Height_Local1,Local_Spp2,Best_Height_Local2,Local_Spp3,Best_Height_Local3
1422978,"",S-Sx36Pli34Fdi30-1-0.2-21/E-1200(13),2013,RESULTS,"",Operational,52.4560122,-121.3652841,,,,ICHwk2,ICHwk2,ICHwk2,"",,,,,,2013-05-31,5,"",LW,63290,A,CTAIN,4680,,,,,,,,,21,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2013,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2013-05-09,5,"",CW,34954,B,MXPLT,7485,,,,,,,,,24,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2013,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2013-05-09,5,"",BA,40175,B,MXPLT,5070,,,,,,,,,24,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2013,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2013-05-09,5,"",PY,35649,B,CTAIN,1530,,,,,,,,,24,,,,,,,
1526210,"",S-Cw37Hw25Ba20Sxs17Act1-5-1.0-24/E-596(15),2013,RESULTS,"",Operational,54.43590231,-122.8517066,,,,SBSwk1,SBSwk1,CWHws1/01,"",,,,,,2013-05-09,5,"",LW,63528,A,CTAIN,900,,,,,,,,,24,,,,,,,
1480730,"",S-Se67Pli19Bl14-2-0.2-13/E-1087(14),2013,RESULTS,"",Operational,54.81103972,-127.6703251,,,,ESSFmc,ESSFmc,ESSFwv/01,"",,,,,,2013-07-01,7,"",LW,63291,A,CTAIN,6615,,,,,,,,,13,,,,,,,
1405551,"",S-Fdi60Pli23Lw17-1-0.2-24/E-1120(13),2013,RESULTS,"",Operational,52.44741554,-121.350143,,,,ICHwk2,ICHwk2,ICHwk2/01,"",,,,,,2013-05-16,5,"",LW,63290,A,CTAIN,5435,,,,,,,,,24,,,,,,,
1526232,"",S-Plc70Hw20At10-86-23.9-19/A-0(17),2013,RESULTS,"",Operational,54.57298104,-128.583648,,,,CWHws1,CWHws1,"","",,,,,,2013-05-22,5,"",LW,63290,A,MXPLT,750,,,,,,,,,19,,,,,,,
1607442,"",S-Pli57Sx36Bl7-6-1.1-18/E-1080(18),2014,RESULTS,"",Operational,54.7780576,-127.4181956,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2014-07-15,7,"",LW,63291,A,CTAIN,615,,,,,,,,,18,,,,,,,
1606056,"",S-Bl54Pli28Sx18-22-1.8-15/E-1000(18),2014,RESULTS,"",Operational,54.72766019,-127.3232315,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2014-07-15,7,"",LW,63291,A,CTAIN,6135,,,,,,,,,15,,,,,,,
71448,"",S-Pli91Fdi9-9-1.4-20/E-1067(11),2013,RESULTS,"",Operational,52.25983964,-122.7544722,,,,SBPSdc,SBPSdc,IDFdk3/01,"",,,,,,2013-06-01,6,"",FDI,53668,B,CTAIN,11880,,,,,,,,,20,,,,,,,
115937,"",S-Pli59Lw36Fdi5-1-0.3-18/I-1571(13),2013,RESULTS,"",Operational,53.89435906,-122.999236,,,,SBSdw3,SBSdw3,SBSdw3/04,"",,,,,,2013-05-22,5,"",LW,63291,A,CTAIN,630,,,,,,,,,18,,,,,,,
120184,"",S-Pli81Fdi10Sx8Bl1-10-3.0-18/E-1188(18),2013,RESULTS,"",Operational,53.87948779,-123.0141137,,,,SBSdw3,SBSdw3,SBSdw3/03,"",,,,,,2013-05-22,5,"",LW,63291,A,CTAIN,945,,,,,,,,,18,,,,,,,
1567580,"",S-Pli60Sx37Fdi3-5-0.6-20/E-1120(17),2013,RESULTS,"",Operational,53.90884218,-125.7898666,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-24,6,"",FDI,53615,B,CTAIN,12279,,,,,,,,,20,,,,,,,
1567580,"",S-Pli60Sx37Fdi3-5-0.6-20/E-1120(17),2013,RESULTS,"",Operational,53.90884218,-125.7898666,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-24,6,"",LW,63291,A,CTAIN,2204,,,,,,,,,20,,,,,,,
1455370,"",S-Pli98Sx2-7-1.3-16/E-1025(18),2013,RESULTS,"",Operational,55.10812183,-122.9967003,,,,SBSwk2,SBSwk2,SBSmk1/03,"",,,,,,2013-07-23,7,"",FDI,63234,A,CTAIN,1440,,,,,,,,,16,,,,,,,
1492210,"",S-Fdi59Pli23Sx18-1-0.2-21/E-1200(13),2013,RESULTS,"",Operational,52.57039772,-121.3372829,,,,ICHwk2,ICHwk2,ICHwk2,"",,,,,,2013-06-22,6,"",LW,63290,A,CTAIN,6120,,,,,,,,,21,,,,,,,
1445930,"",S-Pli88Sx9Bl3-5-1.2-18/E-1122(17),2013,RESULTS,"",Operational,54.82489047,-125.4469658,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2013-06-21,6,"",FDI,63254,A,CTAIN,270,,,,,,,,,18,,,,,,,
1378991,"",S-Ba54Hw40Bl4Sx2-1-0.3-21/E-1169(13),2013,RESULTS,"",Operational,55.39003679,-127.8500885,,,,ESSFwv,ESSFwv,ICHmc1a/01,"",,,,,,2013-06-14,6,"",BA,39638,B,CTAIN,3830,,,,,,,,,21,,,,,,,
1378991,"",S-Ba54Hw40Bl4Sx2-1-0.3-21/E-1169(13),2013,RESULTS,"",Operational,55.39003679,-127.8500885,,,,ESSFwv,ESSFwv,ICHmc1a/01,"",,,,,,2013-06-14,6,"",FDI,8492,B,CTAIN,400,,,,,,,,,21,,,,,,,
1378991,"",S-Ba54Hw40Bl4Sx2-1-0.3-21/E-1169(13),2013,RESULTS,"",Operational,55.39003679,-127.8500885,,,,ESSFwv,ESSFwv,ICHmc1a/01,"",,,,,,2013-06-14,6,"",LW,63290,A,CTAIN,1050,,,,,,,,,21,,,,,,,
1454470,"",S-Sx100-1-0.3-23/E-1000(13),2013,RESULTS,"",Operational,55.40000974,-127.8515005,,,,ICHmc1,ICHmc1,ICHmc1/06,"",,,,,,2013-06-16,6,"",LW,63290,A,CTAIN,740,,,,,,,,,23,,,,,,,
1536869,"",S-Sx65Hw26Cw9-1-0.2-21/E-1200(13),2013,RESULTS,"",Operational,55.39347002,-127.8062613,,,,ICHmc2,ICHmc2,ICHmc2/01,"",,,,,,2013-06-14,6,"",LW,63290,A,CTAIN,1260,,,,,,,,,21,,,,,,,
1536869,"",S-Sx65Hw26Cw9-1-0.2-21/E-1200(13),2013,RESULTS,"",Operational,55.39347002,-127.8062613,,,,ICHmc2,ICHmc2,ICHmc2/01,"",,,,,,2013-06-14,6,"",CW,40021,B,CTAIN,5060,,,,,,,,,21,,,,,,,
1536869,"",S-Sx65Hw26Cw9-1-0.2-21/E-1200(13),2013,RESULTS,"",Operational,55.39347002,-127.8062613,,,,ICHmc2,ICHmc2,ICHmc2/01,"",,,,,,2013-06-14,6,"",FDI,8492,B,CTAIN,1260,,,,,,,,,21,,,,,,,
1536869,"",S-Sx50Hw26Ba24-1-0.2-21/E-1143(13),2013,RESULTS,"",Operational,55.39398764,-127.8151064,,,,ICHmc1,ICHmc1,ICHmc1/01,"",,,,,,2013-06-14,6,"",LW,63290,A,CTAIN,1260,,,,,,,,,21,,,,,,,
1536869,"",S-Sx50Hw26Ba24-1-0.2-21/E-1143(13),2013,RESULTS,"",Operational,55.39398764,-127.8151064,,,,ICHmc1,ICHmc1,ICHmc1/01,"",,,,,,2013-06-14,6,"",CW,40021,B,CTAIN,5060,,,,,,,,,21,,,,,,,
1536869,"",S-Sx50Hw26Ba24-1-0.2-21/E-1143(13),2013,RESULTS,"",Operational,55.39398764,-127.8151064,,,,ICHmc1,ICHmc1,ICHmc1/01,"",,,,,,2013-06-14,6,"",FDI,8492,B,CTAIN,1260,,,,,,,,,21,,,,,,,
1536192,"",S-Hw57Ba43-1-0.2-24/E-1164(13),2013,RESULTS,"",Operational,55.40340631,-127.8327547,,,,ICHmc1,ICHmc1,ICHmc2/03,"",,,,,,2013-05-25,5,"",FDI,8492,B,CTAIN,1260,,,,,,,,,24,,,,,,,
1536192,"",S-Hw57Ba43-1-0.2-24/E-1164(13),2013,RESULTS,"",Operational,55.40340631,-127.8327547,,,,ICHmc1,ICHmc1,ICHmc2/03,"",,,,,,2013-05-25,5,"",LW,63290,A,CTAIN,910,,,,,,,,,24,,,,,,,
1532897,"",S-Sx33Ba30Hw27Bl9Lw1-1-0.2-17/E-1150(13),2013,RESULTS,"",Operational,55.40793575,-127.8422864,,,,ESSFwv,ESSFwv,ICHmc1a/02,"",,,,,,2013-06-07,6,"",LW,63290,A,CTAIN,1080,,,,,,,,,17,,,,,,,
1532897,"",S-Sx33Ba30Hw27Bl9Lw1-1-0.2-17/E-1150(13),2013,RESULTS,"",Operational,55.40793575,-127.8422864,,,,ESSFwv,ESSFwv,ICHmc1a/02,"",,,,,,2013-06-07,6,"",BA,36055,B,CTAIN,11130,,,,,,,,,17,,,,,,,
1532897,"",S-Sx33Ba30Hw27Bl9Lw1-1-0.2-17/E-1150(13),2013,RESULTS,"",Operational,55.40793575,-127.8422864,,,,ESSFwv,ESSFwv,ICHmc1a/02,"",,,,,,2013-06-07,6,"",FDI,8492,B,CTAIN,900,,,,,,,,,17,,,,,,,
1569495,"",S-Sx60Pli20Fdi10Lw10-1-0.3-18/H-1024(13),2013,RESULTS,"",Operational,53.11982794,-119.8601657,,,,ICHmm,ICHmm,ICHmm/01,"",,,,,,2013-06-21,6,"",LW,60780,A,CTAIN,400,,,,,,,,,18,,,,,,,
1536843,"",S-Hw56Sx33Cw11-1-0.2-19/E-1178(13),2013,RESULTS,"",Operational,55.30063166,-127.2885924,,,,ICHmc2,ICHmc2,ICHmc2/03,"",,,,,,2013-05-11,5,"",FDI,8492,B,CTAIN,1080,,,,,,,,,19,,,,,,,
1422971,"",S-Sx39Pli35Fdi23Lw3-1-0.2-21/E-1191(13),2013,RESULTS,"",Operational,52.592258,-122.0222123,,,,SBSdw1,SBSdw1,SBSdw1/07,"",,,,,,2013-05-16,5,"",LW,63291,A,CTAIN,3345,,,,,,,,,21,,,,,,,
1386837,"",S-Sx38Pli32Fdi27Lw3-1-0.2-21/E-1200(13),2013,RESULTS,"",Operational,52.5706393,-122.0067796,,,,SBSdw1,SBSdw1,SBSdw1/07,"",,,,,,2013-05-18,5,"",LW,63291,A,CTAIN,1200,,,,,,,,,21,,,,,,,
1422973,"",S-Sx38Fdi37Pli22Lw3-1-0.2-21/E-1178(13),2013,RESULTS,"",Operational,52.60343384,-122.0132576,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-25,5,"",LW,63291,A,CTAIN,2175,,,,,,,,,21,,,,,,,
107293,"",S-Pli95Fdi5-9-1.4-18/E-40(11),2013,RESULTS,"",Operational,52.25435893,-122.770379,,,,SBPSdc,SBPSdc,IDFdk3/01,"",,,,,,2013-05-11,5,"",FDI,3088,B,CTAIN,1290,,,,,,,,,18,,,,,,,
1048692,"",S-Pli52Fdi34Sx14-10-3.7-22/E-1086(18),2013,RESULTS,"",Operational,52.27751833,-121.3227939,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-28,5,"",LW,63290,A,CTAIN,1365,,,,,,,,,22,,,,,,,
1425935,"",S-Pli47Fdi32Sx21-1-0.1-22/E-1140(13),2013,RESULTS,"",Operational,52.57974267,-122.0111434,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-29,5,"",LW,63291,A,CTAIN,135,,,,,,,,,22,,,,,,,
1464132,"",S-Pli59Sx26Fdi15-1-0.1-18/E-1200(13),2013,RESULTS,"",Operational,54.26194298,-124.3502497,,,,SBSdw3,SBSdw3,SBSdw3/03,"",,,,,,2013-05-20,5,"",LW,63291,A,CTAIN,26145,,,,,,,,,18,,,,,,,
1422471,"",S-Sx40Fdi39Pli17Lw4-1-0.2-21/E-1192(13),2013,RESULTS,"",Operational,52.58557506,-122.1403667,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-24,5,"",LW,63291,A,CTAIN,5420,,,,,,,,,21,,,,,,,
1315374,"",S-Pli67Sx19Fdi9Lw5-1-0.2-22/E-1200(13),2013,RESULTS,"",Operational,52.5456783,-121.9970463,,,,SBSdw1,SBSdw1,SBSdw1/07,"",,,,,,2013-05-16,5,"",LW,63291,A,CTAIN,1005,,,,,,,,,22,,,,,,,
1315378,"",S-Pli65Sx17Fdi16Lw1Bl1-1-0.2-22/E-1180(13),2013,RESULTS,"",Operational,52.53891749,-121.9848694,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-26,5,"",LW,63291,A,CTAIN,810,,,,,,,,,22,,,,,,,
1422330,"",S-Fdi35Sx31Pli27Lw7-1-0.2-21/E-1187(13),2013,RESULTS,"",Operational,52.58984364,-122.0126089,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-27,5,"",LW,63291,A,CTAIN,2430,,,,,,,,,21,,,,,,,
1315371,"",S-Pli72Sx20Fdi5Lw3-1-0.2-22/E-1186(13),2013,RESULTS,"",Operational,52.53159766,-121.9736295,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-15,5,"",LW,63291,A,CTAIN,2110,,,,,,,,,22,,,,,,,
1422291,"",S-Sx42Fdi38Pli18Lw2-1-0.2-21/E-1200(13),2013,RESULTS,"",Operational,52.59473683,-122.0131823,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-27,5,"",LW,63291,A,CTAIN,480,,,,,,,,,21,,,,,,,
1464410,"",S-Sx56Pli39Fdi5-1-0.2-18/E-1350(13),2013,RESULTS,"",Operational,53.92571731,-126.9795094,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2013-05-30,5,"",FDI,48678,B,CTAIN,8110,,,,,,,,,18,,,,,,,
1495010,"",S-Sx57Pli40Fdi2Bl1-1-0.2-18/E-1267(13),2013,RESULTS,"",Operational,53.75327085,-126.974561,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2013-06-15,6,"",FDI,48678,B,CTAIN,3465,,,,,,,,,18,,,,,,,
1434732,"",S-Pli59Sx35Fdi6-1-0.1-22/E-1133(13),2013,RESULTS,"",Operational,52.31325568,-121.3206642,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-06-01,6,"",LW,63290,A,CTAIN,2130,,,,,,,,,22,,,,,,,
1575555,"",S-Pli40Sx40Fdi20-1-0.2-19/E-1403(06),2006,RESULTS,"",Operational,53.8730229,-126.3672425,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,726,,,,,,,,,19,,,,,,,
1524659,"",S-Pli56Sx44-1-0.1-19/H-1200(15),2013,RESULTS,"",Operational,54.20543596,-127.2265328,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2013-06-05,6,"",FDI,48678,B,CTAIN,200,,,,,,,,,19,,,,,,,
1072863,"",S-Sx50Pli30Fdi20-1-0.2-19/E-1490(06),2006,RESULTS,"",Operational,53.8663508,-126.3499506,,,,SBSdk,SBSdk,SBSmc2/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,950,,,,,,,,,19,,,,,,,
1575917,"",S-Pli40Sx40Fdi20-1-0.2-19/E-1400(06),2006,RESULTS,"",Operational,53.87162276,-126.3673264,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,180,,,,,,,,,19,,,,,,,
1576015,"",S-Pli40Sx40Fdi20-1-0.2-19/E-1393(18),2006,RESULTS,"",Operational,53.86490293,-126.3783192,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,2950,,,,,,,,,19,,,,,,,
1576257,"",S-Sx49Pli34Bl17-3-0.3-15/E-1091(15),2013,RESULTS,"",Operational,54.46112271,-125.9945056,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2013-05-22,5,"",LW,63291,A,CTAIN,3780,,,,,,,,,15,,,,,,,
1576257,"",S-Sx49Pli34Bl17-3-0.3-15/E-1091(15),2013,RESULTS,"",Operational,54.46112271,-125.9945056,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2013-05-22,5,"",FDI,53615,B,CTAIN,5040,,,,,,,,,15,,,,,,,
1575935,"",S-Pli50Sx30Fdi20-1-0.2-19/E-1390(18),2006,RESULTS,"",Operational,53.86913786,-126.3524426,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,1510,,,,,,,,,19,,,,,,,
1576195,"",S-Pli40Sx40Fdi20-1-0.2-19/E-1320(06),2006,RESULTS,"",Operational,53.87134318,-126.3654451,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,100,,,,,,,,,19,,,,,,,
1575955,"",S-Sx45Pli40Fdi15-1-0.2-19/E-1168(06),2006,RESULTS,"",Operational,53.86734176,-126.3504616,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,1250,,,,,,,,,19,,,,,,,
1575977,"",S-Sx45Pli40Fdi15-1-0.2-19/E-1386(06),2006,RESULTS,"",Operational,53.86412863,-126.3526561,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,1846,,,,,,,,,19,,,,,,,
1575996,"",S-Pli40Sx40Fdi20-1-0.2-19/E-1219(06),2006,RESULTS,"",Operational,53.86225179,-126.3526644,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2006-06-30,6,"",FDI,8451,B,CTAIN,895,,,,,,,,,19,,,,,,,
1315376,"",S-Pli43Fdi26Lw17Sx14-1-0.2-22/E-1160(13),2013,RESULTS,"",Operational,52.54902032,-121.9969492,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-18,5,"",LW,63291,A,CTAIN,1050,,,,,,,,,22,,,,,,,
1452912,"",S-Pli74Sx26-1-0.2-13/E-1200(13),2013,RESULTS,"",Operational,53.43836017,-123.5395853,,,,SBSdw2,SBSdw2,SBSdw2/04,"",,,,,,2013-05-14,5,"",LW,63291,A,CTAIN,10710,,,,,,,,,13,,,,,,,
1464671,"",S-Sx34Pli31Fdi26Lw9-1-0.2-18/E-1200(13),2013,RESULTS,"",Operational,53.2569243,-122.5722739,,,,SBSdw1,SBSdw1,SBSdw1/04,"",,,,,,2013-05-18,5,"",LW,63291,A,CTAIN,1785,,,,,,,,,18,,,,,,,
1460630,"",S-Sx49Fdi34Pli10Lw6Bl1-1-0.2-17/C-1200(13),2013,RESULTS,"",Operational,53.18237148,-122.4229579,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-06-02,6,"",LW,63291,A,CTAIN,2260,,,,,,,,,17,,,,,,,
1460131,"",S-Sx38Fdi31Pli25Lw6-1-0.2-22/C-1200(13),2013,RESULTS,"",Operational,53.20876155,-122.4687902,,,,SBSdw1,SBSdw1,SBSdw1/04,"",,,,,,2013-05-15,5,"",LW,63291,A,CTAIN,3840,,,,,,,,,22,,,,,,,
1464650,"",S-Pli36Sx31Fdi26Lw7-1-0.2-22/C-1200(13),2013,RESULTS,"",Operational,53.17497089,-122.4393967,,,,SBSdw1,SBSdw1,SBSdw1/01,"",,,,,,2013-05-27,5,"",LW,63291,A,CTAIN,5325,,,,,,,,,22,,,,,,,
1326650,"",S-Pli67Fdi30Sx3-1-0.1-20/E-1120(12),2012,RESULTS,"",Operational,53.59235279,-123.2174445,,,,SBSdw2,SBSdw2,SBSdw2/01,"",,,,,,2012-05-25,5,"",LW,63190,A,CTAIN,4000,,,,,,,,,20,,,,,,,
1460132,"",S-Sx44Pli39Fdi17-1-0.2-20/E-1100(13),2013,RESULTS,"",Operational,52.43510091,-121.3638635,,,,ICHmk3,ICHmk3,ICHmk3/04,"",,,,,,2013-05-13,5,"",LW,63290,A,CTAIN,6460,,,,,,,,,20,,,,,,,
1117573,"",S-Pli74Sx26-10-3.5-20/E-1127(18),2013,RESULTS,"",Operational,52.21533621,-121.423789,,,,SBSdw2,SBSdw2,SBPSmk/01,"",,,,,,2013-06-02,6,"",LW,63290,A,CTAIN,270,,,,,,,,,20,,,,,,,
1472570,"",S-Sx37Fdi30Pli25Bl7Lw1-3-0.4-22/E-1086(15),2013,RESULTS,"",Operational,54.842053,-122.8380126,,,,SBSwk1,SBSwk1,SBSwk1/03,"",,,,,,2013-06-15,6,"",LW,63291,A,CTAIN,8989,,,,,,,,,22,,,,,,,
1505530,"",S-Sx90Ep5Bl5-10-1.9-18/E-1035(15),2011,RESULTS,"",Operational,54.08732528,-122.0450329,,,,SBSwk1,SBSwk1,SBSwk1/08,"",,,,,,2011-06-01,6,"",CW,31499,B,CTAIN,2000,,,,,,,,,18,,,,,,,
1412571,"",S-Pli70Sx20Lw8Fdi2-3-0.6-19/E-1156(15),2013,RESULTS,"",Operational,53.78000521,-125.4544565,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-15,6,"",FDI,53615,B,CTAIN,4400,,,,,,,,,19,,,,,,,
1412571,"",S-Pli70Sx20Lw8Fdi2-3-0.6-19/E-1156(15),2013,RESULTS,"",Operational,53.78000521,-125.4544565,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-15,6,"",LW,63291,A,CTAIN,2630,,,,,,,,,19,,,,,,,
1184112,"",S-Pli100-3-0.4-20/E-1156(12),2009,RESULTS,"",Operational,53.37965868,-123.7116642,,,,SBPSmk,SBPSmk,SBPSdc/01,"",,,,,,2009-05-28,5,"",LW,60748,A,CTAIN,405,,,,,,,,,20,,,,,,,
1536832,"",S-Sx53Pli47-1-0.3-19/E-1200(13),2013,RESULTS,"",Operational,54.46913484,-125.6181828,,,,SBSdk,SBSdk,SBSmc2/01,"",,,,,,2013-06-23,6,"",FDI,48678,B,CTAIN,945,,,,,,,,,19,,,,,,,
1462371,"",S-Pli46Sx41Fdi13-1-0.2-20/E-1200(13),2013,RESULTS,"",Operational,54.44012583,-125.4389009,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-11,6,"",FDI,48678,B,CTAIN,2355,,,,,,,,,20,,,,,,,
1462510,"",S-Pli62Sx38-1-0.2-20/E-1200(13),2013,RESULTS,"",Operational,54.43485251,-125.4380473,,,,SBSdk,SBSdk,SBSmc2/06,"",,,,,,2013-06-12,6,"",FDI,48678,B,CTAIN,2625,,,,,,,,,20,,,,,,,
1536818,"",S-Sx61Pli39-1-0.3-21/E-1200(13),2013,RESULTS,"",Operational,54.482916,-125.6473859,,,,SBSdk,SBSdk,SBSmc2/05,"",,,,,,2013-06-22,6,"",FDI,48678,B,CTAIN,540,,,,,,,,,21,,,,,,,
1536827,"",S-Sx62Pli38-1-0.3-19/E-1200(13),2013,RESULTS,"",Operational,54.47762696,-125.6350615,,,,SBSdk,SBSdk,SBSmc2/01,"",,,,,,2013-06-22,6,"",FDI,48678,B,CTAIN,430,,,,,,,,,19,,,,,,,
1007959,"",S-Sx52Pli48-10-3.4-17/E-1040(16),2013,RESULTS,"",Operational,54.50377545,-125.379176,,,,SBSmc2,SBSmc2,SBSdk/01,"",,,,,,2013-06-04,6,"",FDI,48678,B,CTAIN,345,,,,,,,,,17,,,,,,,
1462497,"",S-Pli52Sx48-1-0.2-18/E-1200(13),2013,RESULTS,"",Operational,54.43923642,-125.4100034,,,,SBSdk,SBSdk,SBSmc2/01,"",,,,,,2013-06-12,6,"",FDI,48678,B,CTAIN,4075,,,,,,,,,18,,,,,,,
1462370,"",S-Pli56Sx44-1-0.2-18/E-1200(13),2013,RESULTS,"",Operational,54.42606003,-125.5088896,,,,SBSmc2,SBSmc2,SBSmc2/01,"",,,,,,2013-06-08,6,"",FDI,48678,B,CTAIN,4040,,,,,,,,,18,,,,,,,
1536824,"",S-Sx58Pli42-1-0.3-21/E-1200(13),2013,RESULTS,"",Operational,54.47739404,-125.6487251,,,,SBSdk,SBSdk,SBSmc2/05,"",,,,,,2013-06-22,6,"",FDI,48678,B,CTAIN,455,,,,,,,,,21,,,,,,,
1462493,"",S-Pli60Sx33Fdi7-1-0.2-20/E-1200(13),2013,RESULTS,"",Operational,54.40743581,-125.4204745,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-09,6,"",FDI,48678,B,CTAIN,60,,,,,,,,,20,,,,,,,
1462470,"",S-Pli58Sx32Fdi10-1-0.2-20/E-1200(13),2013,RESULTS,"",Operational,54.41358427,-125.4178726,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-08,6,"",FDI,48678,B,CTAIN,285,,,,,,,,,20,,,,,,,
1462270,"",S-Sx65Pli35-1-0.3-19/E-1200(13),2013,RESULTS,"",Operational,54.84701796,-125.7452355,,,,SBSmc2,SBSmc2,SBSmc2/06,"",,,,,,2013-06-19,6,"",FDI,48678,B,CTAIN,1020,,,,,,,,,19,,,,,,,
1536820,"",S-Sx51Pli49-1-0.3-21/E-1200(13),2013,RESULTS,"",Operational,54.4810317,-125.6495739,,,,SBSdk,SBSdk,SBSmc2/05,"",,,,,,2013-06-22,6,"",FDI,48678,B,CTAIN,740,,,,,,,,,21,,,,,,,
94018,"",S-Pli93Sx7-10-2.9-16/E-880(13),2013,RESULTS,"",Operational,54.52197785,-125.2009893,,,,SBSdk,SBSdk,SBSdk/03,"",,,,,,2013-07-01,7,"",FDI,48678,B,CTAIN,980,,,,,,,,,16,,,,,,,
1462471,"",S-Pli59Sx38Fdi3-1-0.2-20/E-1200(13),2013,RESULTS,"",Operational,54.42154083,-125.4299368,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-06-08,6,"",FDI,48678,B,CTAIN,925,,,,,,,,,20,,,,,,,
1542493,"",S-Fdi100-1-0.2-16/H-1200(13),2013,RESULTS,"",Operational,53.78601011,-124.799974,,,,SBSdk,SBSdk,SBSdk/01,"",,,,,,2013-05-05,5,"",FDI,48679,B,CTAIN,810,,,,,,,,,16,,,,,,,
1542491,"",S-Fdi100-1-0.2-8/H-1200(13),2013,RESULTS,"",Operational,53.7661818,-124.8538282,,,,SBSdk,SBSdk,SBSdk/05,"",,,,,,2013-05-05,5,"",FDI,48679,B,CTAIN,810,,,,,,,,,8,,,,,,,
1382353,"",S-Fdi80Pli20-1-0.2-17/E-1000(13),2013,RESULTS,"",Operational,52.08954675,-122.3823661,,,,IDFdk3,IDFdk3,IDFdk3/01,"",,,,,,2013-04-25,4,"",PY,44206,B,CTAIN,720,,,,,,,,,17,,,,,,,
1542490,"",S-Fdi100-1-0.2-14/H-1200(13),2013,RESULTS,"",Operational,53.7753585,-124.8322908,,,,SBSdk,SBSdk,SBSdk/05,"",,,,,,2013-05-05,5,"",FDI,48679,B,CTAIN,810,,,,,,,,,14,,,,,,,
